0,1,2,3
Eaters Stop,Crispy Corn,₹240,Serve 1
Eaters Stop,Tandoori Chicken Full,₹560,
Eaters Stop,Paneer Shawarma,₹130,
Eaters Stop,Chilly Chicken Dry,₹330,
Eaters Stop,Chicken Kalmi Biryani ( 2 Pieces ),₹380,
Eaters Stop,Mushroom Masala,₹230,Serve 1
Eaters Stop,Tango Special Paneer Shawarma,₹160,
Eaters Stop,Dragon Chicken,₹330,
Eaters Stop,Veg Manchurian Noodles,₹240,Serve 1
Eaters Stop,Chicken Curry,₹270,Serve 1
Eaters Stop,Schezwan Chicken Wings,₹240,
Eaters Stop,Egg Fried Rice,₹240,
Eaters Stop,Kadai Paneer,₹280,
Eaters Stop,Veg Soft Noodles,₹190,
Eaters Stop,Paneer Tikka.,₹290,
Eaters Stop,Chilly Paneer Dry,₹280,
Eaters Stop,Crispy Veg Burger,₹115,
Eaters Stop,Crispy Veg Cheese Burger,₹125,
Eaters Stop,Crispy Paneer Tikki Burger,₹130,
Eaters Stop,Spicy Veg Burger,₹150,
Eaters Stop,Crispy Paneer Cheese Burger,₹150,
Eaters Stop,Crispy Chicken Tikki Burger,₹140,
Eaters Stop,Crispy Chicken Tikki Cheese Burger,₹160,
Eaters Stop,Cheese & Sweet Corn Pizza,₹210,
Eaters Stop,Cheese & Tomato Pizza,₹210,
Eaters Stop,Margherita Pizza,₹210,
Eaters Stop,Spicy Special Pizza,₹210,
Eaters Stop,Baby Corn Special Pizza,₹240,
Eaters Stop,Italian Pizza,₹240,
Eaters Stop,Chicken Tikka Pizza,₹250,
Eaters Stop,"Hot ""n""spicy",₹260,
Eaters Stop,Mexican Passion,₹270,
Eaters Stop,Malai Chicken Pizza,₹250,
Eaters Stop,Tikka Special Pizza,₹250,
Eaters Stop,Veg Pizza,₹210,
Eaters Stop,Spicy Veg Pizza,₹230,
Eaters Stop,Sweet & Spice Pizza,₹230,
Eaters Stop,Capsicum Chicken Pizza,₹230,
Eaters Stop,Cheese Chicken Pizza,₹230,
Eaters Stop,Onion Chicken Pizza,₹230,
Eaters Stop,Baby Corn Mushroom Pizza,₹230,
Eaters Stop,Vegi Vegi Pizza,₹230,
Eaters Stop,Supreme Pizza,₹230,
Eaters Stop,Barbeque Paneer Pizza,₹250,
Eaters Stop,Makhni Paneer,₹260,
Eaters Stop,Malai Paneer Pizza,₹250,
Eaters Stop,Paneer Delight Pizza,₹250,
Eaters Stop,Spicy Paneer Pizza,₹250,
Eaters Stop,Veg Sandwich,₹100,
Eaters Stop,Veg Cheese Sandwich,₹120,
Eaters Stop,Paneer Grilled Sandwich,₹140,
Eaters Stop,Paneer Cheese Sandwich,₹160,
Eaters Stop,Chicken Sandwich,₹130,
Eaters Stop,Chicken Cheese Sandwich,₹150,
Eaters Stop,French Fries,₹140,
Eaters Stop,Masala French Fries,₹160,
Eaters Stop,Potato Wedges,₹160,
Eaters Stop,Black Forest Cake,₹500,
Eaters Stop,Choco Crunch Cake,₹500,
Eaters Stop,Choco Chips Cake,₹500,
Eaters Stop,Choco Vanilla Cake,₹450,
Eaters Stop,Chocolate Cake,₹450,
Eaters Stop,Chocolate Truffle Cake,₹500,
Eaters Stop,Oreo Chocolate Cake,₹550,
Eaters Stop,Red Velvet Cake,₹580,
Eaters Stop,Rich Chocolate Cake,₹550,
Eaters Stop,Milky Badam Cake,₹480,
Eaters Stop,Milky Butterscotch Cake,₹500,
Eaters Stop,Pineapple Cake,₹440,
Eaters Stop,Strawberry Cake,₹400,
Eaters Stop,Vanilla Cake,₹400,
Eaters Stop,White Forest Cake,₹490,
Eaters Stop,Black Forest Cake Pastry 1 Piece,₹90,
Eaters Stop,Cake Candle,₹25,
Eaters Stop,Choco Chips Cake Pastry 1 Piece,₹90,
Eaters Stop,Milky Badam Cake Pastry 1 Piece,₹90,
Eaters Stop,Milky Butterscotch Cake Pastry 1 Piece,₹90,
Eaters Stop,Rich Chocolate Cake Pastry 1 Piece,₹95,
Eaters Stop,Choco Nuts Cake Pastry 1 Piece,₹100,
Eaters Stop,Chocolate Crunch Cake Pastry 1 Piece,₹100,
Eaters Stop,Chocolate Truffle Cake Pastry 1 Piece,₹100,
Eaters Stop,Crunchy Chocolate Cake Pastry 1 Piece,₹100,
Eaters Stop,Red Velvet Cake Pastry 1 Piece,₹100,
Eaters Stop,German Chocolate Cake Pastry 1 Piece,₹110,
Eaters Stop,Vanilla Cake Pastry 1 Piece,₹70,
Eaters Stop,Choco Vanilla Cake Pastry 1 Piece,₹80,
Eaters Stop,Butterscotch Cake Pastry 1 Piece,₹65,
Eaters Stop,Pineapple Cake Pastry 1 Piece,₹85,
Eaters Stop,Mily Badam Cake Pastry 1 Piece,₹90,
Eaters Stop,Mily Butterscotch Pastry 1 Piece,₹70,
Eaters Stop,White Forest Cake Pastry 1 Piece,₹90,
Eaters Stop,Fruit & Nut Cake Pastry 1 Piece,₹100,
Eaters Stop,Rainbow Cake Pastry 1 Piece,₹110,
Eaters Stop,Almond Mocha Milkshake,₹199,
Eaters Stop,Caramel Butterscotch Milkshake,₹199,
Eaters Stop,Cookies & Cream Milkshake,₹199,
Eaters Stop,Fig & Almond Milkshake,₹199,
Eaters Stop,Red Velvet Crumbie Milkshake,₹199,
Eaters Stop,Almond Mocha Thick Shake,₹219,
Eaters Stop,Caramel Butterscotch Thick Shake,₹219,
Eaters Stop,Cookies & Cream Thick Shake,₹219,
Eaters Stop,Fig & Almond Thick Shake,₹219,
Eaters Stop,Red Velvet Crumbie Thick Shake,₹219,
Eaters Stop,Dark Night Milkshake,₹189,
Eaters Stop,Superman Milkshake,₹189,
Eaters Stop,Wonder Lady Milkshake,₹189,
Eaters Stop,Dark Night Thick Shake,₹209,
Eaters Stop,Superman Thick Shake,₹209,
Eaters Stop,Wonder Lady Thick Shake,₹209,
Eaters Stop,Cream Of Tomato Soup,₹120,
Eaters Stop,Veg Clear Soup,₹130,
Eaters Stop,Veg Corn Soup,₹130,
Eaters Stop,Veg Hot N Sour Soup,₹130,
Eaters Stop,Veg Lemon Coriandar Soup,₹130,
Eaters Stop,Veg Manchow Soup,₹130,
Eaters Stop,Chicken Clear Soup,₹160,
Eaters Stop,Chicken Corn Soup,₹160,
Eaters Stop,Chicken Hot N Sour Soup,₹160,
Eaters Stop,Chicken Lung Fung Soup,₹160,
Eaters Stop,Chicken Manchow Soup,₹160,
Eaters Stop,Baby Corn 65,₹240,
Eaters Stop,Dragon Paneer,₹290,
Eaters Stop,Crispy Corn,₹240,Serve 1
Eaters Stop,Veg Manchurian Dry,₹230,
Eaters Stop,Veg Manchurian Wet,₹240,
Eaters Stop,Chilly Mushroom Wet,₹260,Serve 1
Eaters Stop,Mushroom 65,₹260,Serve 1
Eaters Stop,Chilly Paneer Wet,₹290,
Eaters Stop,Paneer 65,₹280,
Eaters Stop,Paneer Majestic,₹280,
Eaters Stop,Chilly Baby Corn Dry,₹240,
Eaters Stop,Chilly Mushroom Dry,₹250,
Eaters Stop,Chilly Paneer Dry,₹280,
Eaters Stop,Chilly Egg,₹220,
Eaters Stop,Schezwan Chicken Wings,₹240,
Eaters Stop,Chicken Chopsi,₹310,
Eaters Stop,Chicken Keema Balls,₹350,
Eaters Stop,Slicy Chicken,₹320,
Eaters Stop,Chicken 65,₹330,
Eaters Stop,Chicken Manchuria Wet,₹330,
Eaters Stop,Chilly Chicken Dry,₹330,
Eaters Stop,Chilly Chicken Wet,₹340,
Eaters Stop,Royal Chicken,₹340,
Eaters Stop,Singa Pore Chicken,₹330,
Eaters Stop,Chicken Majestic,₹340,
Eaters Stop,Dragon Chicken,₹330,
Eaters Stop,Pepper Chicken,₹330,
Eaters Stop,Yogurt Chicken,₹340,
Eaters Stop,Crispy Fried Chicken,₹350,Serve 1
Eaters Stop,Chilly Fish,₹360,
Eaters Stop,Chilly Fried Prawns,₹360,Serve 1
Eaters Stop,Ginger Prawns Dry,₹360,
Eaters Stop,Ginger Prawns Wet,₹370,
Eaters Stop,Kaju Chicken Pakoda,₹380,Serve 1
Eaters Stop,Chicken Drumstics (5 Pieces),₹320,
Eaters Stop,Chicken 555,₹330,
Eaters Stop,Chicken Manchuria Dry,₹320,
Eaters Stop,Chicken Lolly-Pop (5 Pieces),₹340,
Eaters Stop,Apollo Fish,₹350,Serve 1
Eaters Stop,Loose Prawns,₹350,
Eaters Stop,Mushroom Tikka.,₹290,
Eaters Stop,Paneer Tikka.,₹290,
Eaters Stop,Haryali Paneer Tikka,₹310,
Eaters Stop,Paneer Malai Tikka,₹320,Serve 1
Eaters Stop,Kalmi Kabab Half 2 Pieces Chicken,₹240,
Eaters Stop,Chicken Tikka.,₹370,
Eaters Stop,Murg Malai Tikka Chicken,₹350,
Eaters Stop,Tandoori Chicken Half,₹290,
Eaters Stop,Kalmi Kabab Full 4 Pieces Chicken,₹420,
Eaters Stop,Tandoori Chicken Full,₹560,
Eaters Stop,Pulka,₹35,
Eaters Stop,Rumali Roti,₹45,
Eaters Stop,Aloo Parata,₹90,
Eaters Stop,Butter Pulka,₹45,
Eaters Stop,Roti,₹55,
Eaters Stop,Butter Roti,₹65,
Eaters Stop,Naan,₹65,
Eaters Stop,Butter Naan,₹75,
Eaters Stop,Garlic Naan,₹85,
Eaters Stop,Pudina Naan,₹85,
Eaters Stop,Kashmir Naan,₹95,
Eaters Stop,Kothimeer Naan,₹95,
Eaters Stop,Lacha Parata,₹95,
Eaters Stop,Masala Kulcha,₹95,
Eaters Stop,Capsicum Masala,₹200,
Eaters Stop,Dal Fry,₹200,
Eaters Stop,Green Peas Masala,₹200,
Eaters Stop,Mixed Vegtable Curry,₹200,
Eaters Stop,Baby Corn Masala,₹230,Serve 1
Eaters Stop,Dal Tadka,₹220,Serve 1
Eaters Stop,Mushroom Masala,₹230,Serve 1
Eaters Stop,Kadai Vegetable,₹230,Serve 1
Eaters Stop,Maharani Vegetable,₹240,
Eaters Stop,Navaratan Kurma,₹240,Serve 1
Eaters Stop,Veg Chatpat,₹230,
Eaters Stop,Veg Dopyaza,₹230,
Eaters Stop,Veg Jaipuri,₹240,
Eaters Stop,Veg Kolhapuri,₹250,
Eaters Stop,Kaju Tomato,₹260,Serve 1
Eaters Stop,Palak Paneer,₹260,Serve 1
Eaters Stop,Kaju Capsicum,₹270,
Eaters Stop,Kadai Paneer,₹280,
Eaters Stop,Kaju Masala Curry,₹290,
Eaters Stop,Kaju Mushroom,₹280,Serve 1
Eaters Stop,Paneer Butter Masala,₹290,Serve 1
Eaters Stop,Malai Koftha,₹300,
Eaters Stop,Paneer Kolhapuri,₹290,
Eaters Stop,Paneer Shahi Kurma,₹290,
Eaters Stop,Kaju Paneer,₹330,
Eaters Stop,Paneer Methi Chaman,₹290,
Eaters Stop,Egg Bhurji,₹160,Serve 1
Eaters Stop,Egg Curry,₹160,
Eaters Stop,Chicken Curry,₹270,Serve 1
Eaters Stop,Chicken Fry,₹260,
Eaters Stop,Punjabi Chicken Bone,₹300,
Eaters Stop,Chicken Moghalai Curry Bone Less,₹320,Serve 1
Eaters Stop,Andhra Chicken Curry,₹340,
Eaters Stop,Kalmi Masala ( 2 Pieces ) Chicke,₹360,
Eaters Stop,Methi Chicken Bone Less,₹330,
Eaters Stop,Tandoori Masala ( 2 Pieces ),₹340,
Eaters Stop,Chicken Tikka Masala ( 4 Pieces ),₹350,
Eaters Stop,Fish Curry Bone Less,₹350,
Eaters Stop,Prawns Curry,₹350,
Eaters Stop,Special Chicken Curry,₹360,
Eaters Stop,Chicken Chat Pat,₹370,
Eaters Stop,Patiyala Chicken,₹370,
Eaters Stop,Chicken Kolhapuri,₹420,
Eaters Stop,Kaju Chicken Curry Bone Less,₹360,
Eaters Stop,Chicken Keema Masala,₹410,
Eaters Stop,Butter Chicken,₹350,Serve 1
Eaters Stop,Kadai Chicken Bone Less,₹360,
Eaters Stop,Prawns Fry,₹360,
Eaters Stop,Veg Soft Noodles,₹190,
Eaters Stop,Mushroom Noodles,₹210,
Eaters Stop,Schezwan Veg Noodles,₹200,Serve 1
Eaters Stop,American Veg Chopsuey,₹230,
Eaters Stop,Chinese Veg Chopsuey,₹230,
Eaters Stop,Jeera Fried Rice,₹230,
Eaters Stop,Paneer Noodles,₹230,
Eaters Stop,Schezwan Veg Fried Rice,₹220,Serve 1
Eaters Stop,Sweet Corn Fried Rice,₹230,
Eaters Stop,Paneer Fried Rice,₹240,Serve 1
Eaters Stop,Veg Manchurian Noodles,₹240,Serve 1
Eaters Stop,Mixed Vegtable Fried Rice,₹240,
Eaters Stop,Mushroom Fried Rice,₹240,Serve 1
Eaters Stop,Veg Manchurian Fried Rice,₹250,
Eaters Stop,Kaju Paneer Fried Rice,₹290,Serve 1
Eaters Stop,Veg Fried Rice,₹210,Serve 1
Eaters Stop,Egg Noodles,₹220,Serve 1
Eaters Stop,Schezwan Egg Noodles,₹230,
Eaters Stop,Chicken Soft Noodles,₹240,
Eaters Stop,Egg Fried Rice,₹240,
Eaters Stop,Chicken Fried Rice,₹270,Serve 1
Eaters Stop,Schezwan Chicken Noodles,₹260,Serve 1
Eaters Stop,Schezwan Egg Fried Rice,₹270,
Eaters Stop,American Non-Veg Chopsuey,₹270,
Eaters Stop,Chinese Non-Veg Chopsuey,₹270,
Eaters Stop,Prawns Fried Rice,₹280,
Eaters Stop,Schezwan Chicken Fried Rice,₹280,Serve 1
Eaters Stop,Mixed Non Veg Soft Noodles,₹280,
Eaters Stop,Mixed Non Veg Fried Rice,₹350,
Eaters Stop,Special Chicken Fried Rice,₹390,Serve 1
Eaters Stop,Mushroom Biryani,₹240,Serve 1
Eaters Stop,Kashmiri Pulav,₹270,
Eaters Stop,Special Veg Biryani,₹280,Serve 1
Eaters Stop,Sweet Corn Biryani,₹260,
Eaters Stop,Paneer Biryani,₹270,Serve 1
Eaters Stop,Kaju Paneer Biryani,₹290,Serve 1
Eaters Stop,Veg Biryani,₹230,
Eaters Stop,Plain Biryani Rice Non Veg Rice,₹170,
Eaters Stop,Egg Biryani ( Non Veg Biryani Rice ),₹240,
Eaters Stop,Chicken Fry Biryani,₹290,Recognised City's Best For The Year 2022 On Swiggy
Eaters Stop,Fish Biryani,₹340,
Eaters Stop,Prawns Biryani,₹360,Serve 1
Eaters Stop,Chicken Bonless Biryani,₹390,
Eaters Stop,Chicken Tikka Biryani ( 4 Pieces ),₹370,
Eaters Stop,Chicken Keema Biryani,₹400,
Eaters Stop,Chicken Lolypop Biryani ( 3 Pieces ),₹410,
Eaters Stop,Chicken Moghalai Biryani,₹390,
Eaters Stop,Chicken Joint Fry Biryani,₹420,
Eaters Stop,Special Chicken Biryani,₹420,
Eaters Stop,Chicken Dum Biryani,₹290,Serve 1
Eaters Stop,Chicken Kalmi Biryani ( 2 Pieces ),₹380,
Eaters Stop,Chicken Tandoori Biryani ( 2 Pieces ),₹440,
Eaters Stop,Steamed Rice,₹100,
Eaters Stop,Curd Rice,₹130,Serve 1
Eaters Stop,Curd,₹55,Serve 1
Eaters Stop,Green Salad,₹75,
Eaters Stop,Mix Raitha,₹75,
Eaters Stop,Extra Mayonniase,₹25,
Eaters Stop,Paneer Shawarma,₹130,
Eaters Stop,Tango Special Paneer Shawarma,₹160,
Eaters Stop,Extra Chicken,₹60,
Eaters Stop,Chicken Shawarma,₹150,
Eaters Stop,Tango Chicken Shawarma,₹180,
Eaters Stop,Banana Juice,₹80,
Eaters Stop,Grape Juice,₹80,
Eaters Stop,Papaya Juice,₹80,
Eaters Stop,Pineapple Juice,₹80,
Eaters Stop,Watermelon Juice,₹80,
Eaters Stop,Carrot Juice,₹90,
Eaters Stop,Fruit Salad,₹110,
Eaters Stop,Apple Juice,₹100,
Eaters Stop,Musk Melon Juice,₹100,
Eaters Stop,Fruit Punch,₹140,
Eaters Stop,Fruit Salad With Ice Cream,₹150,
Eaters Stop,Butter Milk,₹60,
Eaters Stop,Fresh Lime Soda,₹80,
Eaters Stop,Badam Milk,₹80,
Satyam Non-Veg Restaurant,Hyderabadi Chicken Dum Biryani,₹280,| Serves 1-2 | | Medium Spicy | | Served with Bone |
Satyam Non-Veg Restaurant,Loose Prawns,₹300,
Satyam Non-Veg Restaurant,Paneer Tikka,₹280,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Chicken Fry Biryani,₹280,| Serves 1-2 | | Medium Spicy | | Served with Bone |
Satyam Non-Veg Restaurant,Mini Chicken Fry Biryani+thums Up (600 Ml),₹210,
Satyam Non-Veg Restaurant,Mini Chicken Dum Biryani+thums Up (600 Ml),₹210,
Satyam Non-Veg Restaurant,Mini Cf Biryani,₹179,
Satyam Non-Veg Restaurant,Chicken Fried Rice,₹290,
Satyam Non-Veg Restaurant,Chicken Lollypop,₹280,| Medium Spicy |
Satyam Non-Veg Restaurant,Chicken Biryani Boneless,₹315,
Satyam Non-Veg Restaurant,Special Chicken Fried Rice,₹295,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Kalmi Biryani,₹360,
Satyam Non-Veg Restaurant,Chilly Chicken,₹280,
Satyam Non-Veg Restaurant,Chicken Fry Biryani + Chicken Lollipop,₹520,
Satyam Non-Veg Restaurant,Apolo Fish,₹280,
Satyam Non-Veg Restaurant,Tandoori Chicken,₹296,
Satyam Non-Veg Restaurant,Chicken Fry,₹260,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Prawns Fry Biryani,₹325,
Satyam Non-Veg Restaurant,Veg Fried Rice,₹215,
Satyam Non-Veg Restaurant,Mini Cd Biryani,₹179,
Satyam Non-Veg Restaurant,Prawns Biryani,₹340,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Chicken 65,₹280,
Satyam Non-Veg Restaurant,Veg Manchurian,₹215,
Satyam Non-Veg Restaurant,Kaju Paneer Fried Rice,₹270,
Satyam Non-Veg Restaurant,Butter Naan(2 Nos) + Paneer Butter Masala,₹320,
Satyam Non-Veg Restaurant,Paneer Butter Masala,₹235,
Satyam Non-Veg Restaurant,Chicken Majestic,₹255,
Satyam Non-Veg Restaurant,Mixed Fried Rice(Non-Veg),₹370,"Contains Egg, Chicken, Mutton & Prawns"
Satyam Non-Veg Restaurant,Special Veg Fried Rice,₹245,
Satyam Non-Veg Restaurant,Mini Prawns Curry Biryani,₹213,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Hydrabadi Chicken Dum Biryani + Chicken Lollipop,₹520,
Satyam Non-Veg Restaurant,Chicken Joint Biryani,₹370,| Serve 1 | | Medium Spicy | | Served with Bone |
Satyam Non-Veg Restaurant,Fish Pulusu,₹246,
Satyam Non-Veg Restaurant,Butter Naan(2 Nos) + Paneer Butter Masala,₹320,
Satyam Non-Veg Restaurant,Chicken Boneless Biryani+egg Fried Rice+egg Manchurian,₹680,
Satyam Non-Veg Restaurant,"Chicken Family Pack(CFB,CFR,BTR Naan)+butter Naan",₹820,
Satyam Non-Veg Restaurant,Chicken Fried Rice + Chilli Chicken,₹490,
Satyam Non-Veg Restaurant,Chicken Fry Biryani + Chicken Lollipop,₹520,
Satyam Non-Veg Restaurant,Chicken Fry Biryani + Chicken Tikka,₹540,
Satyam Non-Veg Restaurant,Chicken Fry Biryani+chicken 65+thums Up [600 Ml],₹570,
Satyam Non-Veg Restaurant,Chicken Joint Biryani + Thums Up 600 Ml,₹390,
Satyam Non-Veg Restaurant,Chicken Mughlai Biryani+chicken 65+thums Up [600 Ml],₹680,
Satyam Non-Veg Restaurant,Egg Fried Rice + Chicken 65,₹460,
Satyam Non-Veg Restaurant,Hyderabad Dum Chicken Biryani+chilly Chicken+thums Up [600 Ml],₹570,
Satyam Non-Veg Restaurant,Hydrabadi Chicken Dum Biryani + Chicken Lollipop,₹520,
Satyam Non-Veg Restaurant,Kalmi Biryani+schezwan Egg Fried Rice+chicken Manchurian,₹820,
Satyam Non-Veg Restaurant,Mini Chicken Dum Biryani+thums Up (600 Ml),₹210,
Satyam Non-Veg Restaurant,Mini Chicken Fry Biryani+thums Up (600 Ml),₹210,
Satyam Non-Veg Restaurant,"Mutton Family Pack(mfb,mixed FR (non Veg))+naan (2) Mutton Curry",₹1200,
Satyam Non-Veg Restaurant,Mutton Fry Biryani + Thums Up 600ml,₹470,
Satyam Non-Veg Restaurant,Phulka (3 Nos) + Boneless Chicken Curry,₹360,
Satyam Non-Veg Restaurant,Prawns Fry Biryani + Thums Up 600 Ml,₹360,
Satyam Non-Veg Restaurant,Roti (3 Nos) + Kadai Chicken,₹370,
Satyam Non-Veg Restaurant,Special Chicken Fried Rice + Chicken Lollipop,₹500,
Satyam Non-Veg Restaurant,Veg Fried Rice + Veg Manchurian,₹410,
Satyam Non-Veg Restaurant,Babycorn Manchuria,₹250,
Satyam Non-Veg Restaurant,Babycorn MANCHURIAN,₹240,
Satyam Non-Veg Restaurant,Chilli Paneer,₹260,
Satyam Non-Veg Restaurant,Chilly Babycorn,₹250,
Satyam Non-Veg Restaurant,Chilly Mushroom,₹250,
Satyam Non-Veg Restaurant,Paneer 65,₹260,
Satyam Non-Veg Restaurant,Paneer Majestic,₹260,
Satyam Non-Veg Restaurant,Paneer Manchuria,₹260,
Satyam Non-Veg Restaurant,Pepper Mushroom,₹250,
Satyam Non-Veg Restaurant,Veg Manchurian,₹215,
Satyam Non-Veg Restaurant,Apolo Fish,₹280,
Satyam Non-Veg Restaurant,Chicken Majestic,₹255,
Satyam Non-Veg Restaurant,Chicken 65,₹280,
Satyam Non-Veg Restaurant,Chicken Drum Sticks,₹280,
Satyam Non-Veg Restaurant,Chicken Lollypop,₹280,| Medium Spicy |
Satyam Non-Veg Restaurant,Chicken Manchurian,₹280,
Satyam Non-Veg Restaurant,Chilly Chicken,₹280,
Satyam Non-Veg Restaurant,Chilly Fish,₹280,
Satyam Non-Veg Restaurant,Chilly Prawns,₹300,
Satyam Non-Veg Restaurant,Crispy Chicken,₹280,
Satyam Non-Veg Restaurant,Fish 65,₹280,
Satyam Non-Veg Restaurant,Garlic Chicken,₹280,
Satyam Non-Veg Restaurant,Ginger Chicken,₹280,
Satyam Non-Veg Restaurant,Loose Prawns,₹300,
Satyam Non-Veg Restaurant,Mushroom Manchuria,₹250,
Satyam Non-Veg Restaurant,Paneer Tikka,₹280,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Pepper Chicken,₹280,
Satyam Non-Veg Restaurant,Prawns 65,₹300,
Satyam Non-Veg Restaurant,Vanjaram Fry Starters,₹300,
Satyam Non-Veg Restaurant,Chicken Tikka,₹300,
Satyam Non-Veg Restaurant,Kalmi Kabab,₹270,
Satyam Non-Veg Restaurant,Tandoori Chicken,₹296,
Satyam Non-Veg Restaurant,Tandoori Chicken Masala,₹325,
Satyam Non-Veg Restaurant,Tandoori Paneer Tikka,₹270,
Satyam Non-Veg Restaurant,Tangdi Kabab,₹280,
Satyam Non-Veg Restaurant,Alu Dum,₹215,
Satyam Non-Veg Restaurant,Alu Mattar,₹215,
Satyam Non-Veg Restaurant,Dal Fry,₹215,
Satyam Non-Veg Restaurant,Green Peas Curry,₹326,
Satyam Non-Veg Restaurant,Kadai Paneer,₹235,
Satyam Non-Veg Restaurant,Kaju Babycorn,₹215,
Satyam Non-Veg Restaurant,Kaju Capsicum Curry,₹255,
Satyam Non-Veg Restaurant,Kaju Masala,₹275,
Satyam Non-Veg Restaurant,Kaju Mushroom Curry,₹255,
Satyam Non-Veg Restaurant,Kaju Paneer,₹275,
Satyam Non-Veg Restaurant,Kaju Tomato Curry,₹255,
Satyam Non-Veg Restaurant,Mixed Veg Curry,₹215,
Satyam Non-Veg Restaurant,Mushrom Masala,₹245,
Satyam Non-Veg Restaurant,Mushroom Curry,₹245,
Satyam Non-Veg Restaurant,Mushroom Mattar,₹245,
Satyam Non-Veg Restaurant,Paneer Butter Masala,₹235,
Satyam Non-Veg Restaurant,Paneer Mattar Masala,₹235,
Satyam Non-Veg Restaurant,Paneer Palak,₹235,
Satyam Non-Veg Restaurant,Paneer Tikka Masala,₹255,
Satyam Non-Veg Restaurant,Plain Palak,₹215,
Satyam Non-Veg Restaurant,Veg Kadai,₹215,
Satyam Non-Veg Restaurant,Andhra Chicken Curry[bone],₹295,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Boiled Egg [Double],₹20,
Satyam Non-Veg Restaurant,Boiled Egg [Single],₹10,
Satyam Non-Veg Restaurant,Butter Chicken,₹315,
Satyam Non-Veg Restaurant,Chicken Moghalai Curry,₹260,
Satyam Non-Veg Restaurant,Chicken Chettinadu,₹315,
Satyam Non-Veg Restaurant,Chicken Curry,₹260,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Chicken Curry Boneless,₹315,
Satyam Non-Veg Restaurant,Chicken Fry,₹260,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Chicken Fry Boneless,₹315,
Satyam Non-Veg Restaurant,Chicken Gongura,₹315,
Satyam Non-Veg Restaurant,Chicken Joint [Siingle],₹205,
Satyam Non-Veg Restaurant,Chicken Joints,₹315,
Satyam Non-Veg Restaurant,Chicken Joints [2 Pieces],₹315,
Satyam Non-Veg Restaurant,Chicken Maharani,₹315,
Satyam Non-Veg Restaurant,Chicken Masala Boneless,₹315,
Satyam Non-Veg Restaurant,Chicken Masala [Bone],₹270,
Satyam Non-Veg Restaurant,Chicken Roast Boneless,₹315,
Satyam Non-Veg Restaurant,Chicken Tikka Masala,₹315,| Serve 1 | | Medium Spicy |
Satyam Non-Veg Restaurant,Egg Bhurji,₹200,
Satyam Non-Veg Restaurant,Egg Curry,₹200,
Satyam Non-Veg Restaurant,Egg Masala,₹201,
Satyam Non-Veg Restaurant,Fish Pulusu,₹246,
Satyam Non-Veg Restaurant,Fish Pulusu Single,₹140,
Satyam Non-Veg Restaurant,Kadai Chicken,₹315,
Satyam Non-Veg Restaurant,Kadai Prawns,₹315,
Satyam Non-Veg Restaurant,Kalmi Masala,₹275,
Satyam Non-Veg Restaurant,Kalmi Masala Curry Half,₹300,
Satyam Non-Veg Restaurant,Korramenu Igguru,₹270,Curry
Satyam Non-Veg Restaurant,Mutton Curry,₹370,
Satyam Non-Veg Restaurant,Mutton Fry,₹370,
Satyam Non-Veg Restaurant,Mutton Rogan Josh,₹425,
Satyam Non-Veg Restaurant,Natu Kodi Fry,₹370,
Satyam Non-Veg Restaurant,Prawns Curry,₹290,
Satyam Non-Veg Restaurant,Prawns Fry,₹280,
Satyam Non-Veg Restaurant,Prawns Masala,₹315,
Satyam Non-Veg Restaurant,Punjabi Chcken Curry,₹315,
Satyam Non-Veg Restaurant,Special Chcken Curry Boneless,₹325,
Satyam Non-Veg Restaurant,Vanjaram Fry,₹286,
Satyam Non-Veg Restaurant,Biryani Rice,₹225,
Satyam Non-Veg Restaurant,Chicken Biryani Boneless,₹315,
Satyam Non-Veg Restaurant,Chicken Fry Biryani,₹280,| Serves 1-2 | | Medium Spicy | | Served with Bone |
Satyam Non-Veg Restaurant,Chicken Joint Biryani,₹370,| Serve 1 | | Medium Spicy | | Served with Bone |
Satyam Non-Veg Restaurant,Chicken Mogalai Biryani,₹380,
Satyam Non-Veg Restaurant,Curd Rice,₹155,
Satyam Non-Veg Restaurant,Egg Biryani,₹246,
Satyam Non-Veg Restaurant,Hyderabadi Chicken Dum Biryani,₹280,| Serves 1-2 | | Medium Spicy | | Served with Bone |
Satyam Non-Veg Restaurant,Jeera Rice,₹215,
Satyam Non-Veg Restaurant,Kalmi Biryani,₹360,
Satyam Non-Veg Restaurant,Lollipop Biryani,₹380,
Satyam Non-Veg Restaurant,Mini Biryani Rice,₹134,
Satyam Non-Veg Restaurant,Mini Cd Biryani,₹179,
Satyam Non-Veg Restaurant,Mini Cf Biryani,₹179,
Satyam Non-Veg Restaurant,Mini Egg Biryani,₹156,| Serve 1 | | Medium Spicy |
